City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
139,xique-xique,-10.8218,-42.7263,30.88,49,64,2.29,BR,1675452358
140,trincomalee,8.5711,81.2335,25.93,84,14,3.46,LK,1675452358
141,ponta do sol,32.6667,-17.1,16.51,61,68,3.14,PT,1675452359
142,kodiak,57.79,-152.4072,-1.27,80,75,1.54,US,1675452359
143,ambulu,-8.345,113.6058,24.42,90,100,1.43,ID,1675452360
144,saint-georges,12.0564,-61.7485,28.82,65,20,12.35,GD,1675452290
145,kaitangata,-46.2817,169.8464,16.09,96,24,1.11,NZ,1675452361
146,taoudenni,22.6783,-3.9836,16.21,23,100,4.44,ML,1675452362
147,karera,25.4667,78.15,15.94,34,0,1.41,IN,1675452362
148,torbay,47.6666,-52.7314,0.32,96,100,16.98,CA,1675452363
149,pernik,42.6,23.0333,-1.17,76,37,1.99,BG,1675452364
150,comodoro rivadavia,-45.8667,-67.5,32.92,18,0,4.12,AR,1675452365
151,sorgun,39.8101,35.186,-3.38,85,100,1.56,TR,1675452367
152,hasaki,35.7333,140.8333,2.9,63,100,5.74,JP,1675452368
153,namibe,-15.1961,12.1522,22.49,77,100,3.2,AO,1675452368
154,miraflores,19.2167,-98.8083,18.42,41,23,3.02,MX,1675452369
155,preeceville,51.95,-102.6677,-16.28,94,100,5.66,CA,1675452370
156,hofn,64.2539,-15.2082,7.46,98,100,11.34,IS,1675452371
157,havelock,34.8791,-76.9013,8.32,64,100,5.66,US,1675452372
158,dakar,14.6937,-17.4441,25.49,68,100,4.12,SN,1675452087
159,taunggyi,20.7833,97.0333,14.16,64,49,1.2,MM,1675452374
160,dingle,10.9995,122.6711,22.8,95,100,3.67,PH,1675452374
161,plattsburgh,44.6995,-73.4529,-22.5,45,75,7.2,US,1675452375
162,rawson,-43.3002,-65.1023,34.16,21,0,5.66,AR,1675452375
163,polunochnoye,60.8697,60.4153,-13.57,97,100,0.82,RU,1675452376
164,eugene,44.0521,-123.0867,11.01,75,100,6.26,US,1675452162
165,muros,42.7762,-9.0603,9.49,86,0,2.32,ES,1675452377
166,champoton,19.35,-90.7167,25.69,73,77,5.36,MX,1675452133
167,diban,35.0365,40.5167,9.78,48,17,4.07,SY,1675452380
168,ternate,0.8,127.4,25.48,82,100,2.17,ID,1675452380
169,east london,-33.0153,27.9116,23.59,77,95,4.97,ZA,1675452381
170,nome,64.5011,-165.4064,-20.47,84,100,0.0,US,1675452382
171,codrington,-38.2667,141.9667,14.55,82,100,8.51,AU,1675452383
172,kobryn,52.2138,24.3564,-1.03,77,100,3.6,BY,1675452384
173,honiara,-9.4333,159.95,25.16,86,80,1.44,SB,1675452384
174,bom jesus,-9.0744,-44.3586,31.48,48,100,2.16,BR,1675452277
175,chatellerault,46.8,0.5333,7.53,61,11,1.84,FR,1675452385
176,thinadhoo,0.5333,72.9333,27.47,68,97,7.47,MV,1675452386
177,tautira,-17.7333,-149.15,27.02,79,100,8.51,PF,1675452387
178,hithadhoo,-0.6,73.0833,27.88,67,98,8.58,MV,1675452388
179,mahebourg,-20.4081,57.7,26.16,89,75,3.09,MU,1675452389
180,hambantota,6.1241,81.1185,24.55,89,38,4.76,LK,1675452390
181,saint-philippe,-21.3585,55.7679,25.77,87,100,5.26,RE,1675452392
182,tilichiki,60.4667,166.1,-22.11,96,91,4.07,RU,1675452392
183,santa cruz de la palma,28.6835,-17.7642,18.08,63,20,1.54,ES,1675452393
184,hobyo,5.3505,48.5268,24.97,69,7,8.19,SO,1675452393
185,camacha,33.0833,-16.3333,14.68,55,20,4.63,PT,1675452394
186,omsukchan,62.5333,155.8,-30.85,100,100,1.91,RU,1675452395
187,alta floresta,-9.8756,-56.0861,24.9,100,40,1.03,BR,1675452395
188,luderitz,-26.6481,15.1594,18.83,74,0,7.92,NA,1675452396
189,kholodnyy,62.7167,147.95,-35.51,100,99,0.54,RU,1675452396
190,pisco,-13.7,-76.2167,28.03,61,0,6.69,PE,1675452283
191,panjab,34.388,67.0233,-6.06,96,100,1.43,AF,1675452398
192,severo-kurilsk,50.6789,156.125,-3.11,77,100,4.07,RU,1675452398
193,serenje,-13.2325,30.2352,17.13,96,100,1.92,ZM,1675452399
194,manchester,53.4809,-2.2374,10.77,79,100,2.57,GB,1675451969
195,beringovskiy,63.05,179.3167,-25.13,95,93,5.99,RU,1675452400
196,maple creek,49.9168,-109.4848,9.23,45,46,7.2,CA,1675452401
197,mirpur sakro,24.5474,67.6277,20.1,57,0,3.79,PK,1675452401
198,iqaluit,63.7506,-68.5145,-34.06,60,20,10.29,CA,1675452402
199,bilma,18.6853,12.9164,22.92,12,47,3.95,NE,1675452403
200,klaksvik,62.2266,-6.589,8.51,97,100,14.12,FO,1675452403
201,nemuro,43.3236,145.575,-8.83,78,34,2.29,JP,1675452404
202,saldanha,-33.0117,17.9442,18.03,82,0,9.28,ZA,1675452405
203,ribeira grande,38.5167,-28.7,16.54,88,75,5.81,PT,1675452406
204,havre-saint-pierre,50.2334,-63.5986,-15.0,78,100,10.8,CA,1675452407
205,valentin gomez farias,28.2167,-106.5833,11.51,31,0,6.19,MX,1675452407
206,srednekolymsk,67.45,153.6833,-26.14,99,100,2.93,RU,1675452408
207,atambua,-9.1061,124.8925,22.38,96,100,2.18,ID,1675452409
208,strezhevoy,60.7333,77.5889,-6.16,92,100,2.6,RU,1675452409
209,komsomolskiy,40.4272,71.7189,5.4,87,40,2.06,UZ,1675452410
210,kargat,55.1956,80.2811,-21.74,100,91,1.95,RU,1675452410
211,lompoc,34.6391,-120.4579,19.45,47,75,1.54,US,1675452205
212,sheridan,44.8333,-106.9173,8.21,52,0,1.54,US,1675452411
213,papara,-3.9839,-38.7273,30.22,54,100,3.33,BR,1675452412
214,yingcheng,30.95,113.55,4.81,63,6,2.35,CN,1675452413
215,mangrol,21.1167,70.1167,21.15,36,0,4.01,IN,1675452413
216,marang,5.2056,103.2059,25.95,90,59,2.95,MY,1675452414
217,cabo san lucas,22.8909,-109.9124,27.56,38,0,1.54,MX,1675452415
218,coquimbo,-29.9533,-71.3436,20.85,68,75,5.14,CL,1675451935
219,arraial do cabo,-22.9661,-42.0278,29.92,58,40,7.72,BR,1675452416
220,souillac,-20.5167,57.5167,26.21,89,75,3.09,MU,1675452417
221,sebinkarahisar,40.2883,38.4236,-6.42,80,69,1.97,TR,1675452417
222,tam ky,15.5667,108.4833,21.33,92,94,1.23,VN,1675452418
223,tangara,-6.1994,-35.8017,32.28,43,93,6.72,BR,1675452419
224,pericos,25.05,-107.7,30.2,14,29,1.51,MX,1675452419
225,villamontes,-21.25,-63.5,30.1,41,100,2.93,BO,1675452421
226,samsun,41.25,36.3333,4.42,65,75,2.57,TR,1675452422
227,vestmannaeyjar,63.4427,-20.2734,5.16,74,100,14.25,IS,1675452423
228,skjervoy,70.0311,20.9714,-8.0,58,100,4.04,NO,1675452424
229,gherla,47.0333,23.9167,0.39,97,100,2.45,RO,1675452424
230,puri,19.8,85.85,18.29,56,16,1.18,IN,1675452425
231,tulum,20.2167,-87.4667,27.87,58,67,2.38,MX,1675452258
232,harbour breton,47.4833,-55.7983,2.3,97,100,16.69,CA,1675452426
233,bezenchuk,52.982,49.4333,-5.91,97,100,2.21,RU,1675452427
234,semey,50.4111,80.2275,-10.75,96,98,2.87,KZ,1675452427
235,kulhudhuffushi,6.6221,73.07,24.53,90,100,5.19,MV,1675452428
236,avera,33.194,-82.5271,15.31,43,0,4.83,US,1675452429
237,jackson,42.4165,-122.8345,12.99,45,100,8.23,US,1675452174
238,cobija,-11.0267,-68.7692,24.1,94,75,4.12,BO,1675452430
239,touros,-5.1989,-35.4608,28.98,61,30,6.87,BR,1675452431
240,wukari,7.85,9.7833,30.79,15,37,2.92,NG,1675452431
241,kaniama,-7.5667,24.1833,20.62,91,78,1.2,CD,1675452432
242,pizhanka,57.4604,48.542,-7.58,97,100,2.7,RU,1675452433
243,geraldton,-28.7667,114.6,28.23,30,99,5.66,AU,1675452434
244,smiths falls,44.9001,-76.0161,-22.79,72,100,5.97,CA,1675452435
245,kieta,-6.2167,155.6333,26.06,84,100,0.96,PG,1675452436
246,isabela,6.7085,121.9711,25.01,81,100,1.05,PH,1675452437
247,lagoa,39.05,-27.9833,15.43,80,100,5.94,PT,1675452437
248,cap malheureux,-19.9842,57.6142,25.26,83,14,2.68,MU,1675452438
249,bowen,-20.0167,148.2333,26.45,86,100,3.44,AU,1675452439
250,esperance,-33.8667,121.9,15.8,80,100,3.82,AU,1675452376
251,dhidhdhoo,6.8833,73.1,24.54,88,100,4.76,MV,1675452440
252,hornepayne,49.2138,-84.7705,-23.68,81,100,4.69,CA,1675452441
253,khorixas,-20.3667,14.9667,23.54,40,100,7.06,NA,1675452441
254,koutsouras,35.0339,25.9469,10.62,72,12,6.23,GR,1675452443
255,hervey bay,-25.2986,152.8535,26.59,87,25,5.07,AU,1675452444
256,burnie,-41.0667,145.9167,12.48,88,100,4.31,AU,1675452445
257,chokurdakh,70.6333,147.9167,-24.23,98,100,1.45,RU,1675452445
258,margate,51.3813,1.3862,9.83,80,13,2.68,GB,1675452446
259,adrar,20.5022,-10.0711,17.77,9,100,5.11,MR,1675452447
260,cukai,4.25,103.4167,25.97,92,38,2.84,MY,1675452448
261,matara,5.9485,80.5353,23.55,93,31,2.44,LK,1675452449
262,mount isa,-20.7333,139.5,20.87,49,100,6.17,AU,1675452451
263,east foothills,37.3811,-121.8175,12.29,80,100,4.12,US,1675452452
264,lacombe,52.4668,-113.7353,0.3,80,20,1.84,CA,1675452453
265,vershino-shakhtaminskiy,51.3012,117.8868,-27.92,99,45,1.67,RU,1675452454
266,uppsala,60.0,17.75,-2.31,74,100,5.66,SE,1675452424
267,sao francisco de paula,-29.4481,-50.5836,19.27,98,100,1.34,BR,1675452455
268,mwene-ditu,-7.0,23.45,19.01,94,100,1.95,CD,1675452456
269,grindavik,63.8424,-22.4338,4.97,87,75,19.55,IS,1675452456
270,kerema,-7.9631,145.7785,24.26,95,100,1.51,PG,1675452457
271,beaune,47.0833,4.75,5.35,89,100,2.31,FR,1675452458
272,cayenne,4.9333,-52.3333,28.02,74,75,7.72,GF,1675452430
273,ixtapa,20.7,-105.2,23.57,69,0,4.12,MX,1675452459
274,kortkeros,61.8106,51.5806,-7.0,97,100,1.3,RU,1675452460
275,young,-32.6833,-57.6333,27.53,46,90,5.72,UY,1675452460
276,viedma,-40.8135,-62.9967,31.46,26,0,4.89,AR,1675452541
277,broome,42.2506,-75.833,-12.43,70,100,7.2,US,1675452542
278,glenwood springs,39.5505,-107.3248,7.57,47,100,4.63,US,1675452543
279,weinan,34.5036,109.5089,4.51,54,100,1.2,CN,1675452543
280,manaure,11.7751,-72.4445,29.94,46,10,10.66,CO,1675452544
281,gombong,-7.6072,109.5142,25.16,90,100,1.28,ID,1675452545
282,novovasylivka,46.8315,35.7536,0.37,84,6,0.85,UA,1675452545
283,arroyo,41.6096,-4.7969,7.0,65,0,1.54,ES,1675452546
284,vrangel,42.7297,133.0839,-8.76,56,100,2.52,RU,1675452546
285,xining,36.6167,101.7667,-4.39,49,0,1.04,CN,1675452547
286,sitka,57.0531,-135.33,3.94,93,75,0.0,US,1675452548
287,okhotsk,59.3833,143.3,-25.1,85,33,5.18,RU,1675452548
288,washington terrace,41.1727,-111.9766,2.79,59,0,3.6,US,1675452549
289,tupik,54.4253,119.9327,-32.12,100,99,0.5,RU,1675452550
290,northam,51.0333,-4.2167,9.1,95,92,4.21,GB,1675452551
291,anadyr,64.75,177.4833,-20.72,71,0,2.0,RU,1675452552
292,vagur,61.4732,-6.8119,7.78,93,100,11.16,FO,1675452553
293,sorland,67.667,12.6934,2.92,69,36,5.71,NO,1675452472
294,tocopilla,-22.092,-70.1979,23.71,75,28,2.53,CL,1675452554
295,saint george,37.1041,-113.5841,10.8,38,0,2.06,US,1675452454
296,mega,4.05,38.3,20.31,29,0,4.85,ET,1675452555
297,daru,-9.0763,143.2092,25.38,85,100,5.2,PG,1675452556
298,dunedin,-45.8742,170.5036,18.26,83,3,0.39,NZ,1675452557
299,yarim,14.298,44.3779,13.63,34,38,2.49,YE,1675452557
300,darhan,49.4867,105.9228,-23.6,98,7,1.93,MN,1675452558
301,gigmoto,13.7796,124.39,24.92,84,74,6.63,PH,1675452558
302,madaoua,14.073,5.96,26.63,15,31,3.32,NE,1675452559
303,zima,53.9202,102.0442,-22.97,100,100,0.75,RU,1675452559
304,udachnyy,66.4167,112.4,-29.2,74,99,1.39,RU,1675452560
305,chaumont,48.1167,5.1333,6.32,88,100,2.9,FR,1675452560
306,maceio,-9.6658,-35.7353,29.69,61,20,7.2,BR,1675452407
307,veraval,20.9,70.3667,21.73,39,0,3.33,IN,1675452561
308,kupang,-10.1667,123.5833,25.09,91,100,5.98,ID,1675452562
309,emmen,52.7792,6.9069,7.72,86,100,4.92,NL,1675452263
310,bereda,43.2686,-7.5406,2.86,100,0,0.79,ES,1675452563
311,imbituba,-28.24,-48.6703,25.18,88,100,0.93,BR,1675452563
312,meulaboh,4.1363,96.1285,24.5,88,91,0.94,ID,1675452564
313,samarai,-10.6167,150.6667,27.7,79,100,3.2,PG,1675452565
314,paamiut,61.994,-49.6678,-11.15,93,100,4.95,GL,1675452565
315,bajos de haina,18.4154,-70.0332,29.98,75,40,5.14,DO,1675452287
316,tigil,57.8,158.6667,-28.65,100,75,1.13,RU,1675452567
317,hovd,48.0056,91.6419,-16.66,87,100,0.51,MN,1675452568
318,te anau,-45.4167,167.7167,16.96,94,13,0.52,NZ,1675452568
319,collie,-33.3667,116.15,16.66,68,0,3.98,AU,1675452569
320,palmerston,-12.486,130.9833,23.99,83,75,5.66,AU,1675452570
321,makakilo city,21.3469,-158.0858,25.34,74,20,3.6,US,1675452570
322,lorengau,-2.0226,147.2712,26.99,74,100,0.32,PG,1675452571
323,salinas,36.6777,-121.6555,14.05,66,75,5.66,US,1675452412
324,batticaloa,7.7102,81.6924,25.31,82,6,1.41,LK,1675452573
325,fairbanks,64.8378,-147.7164,-13.02,85,100,0.0,US,1675452496
326,krasnoselkup,65.7,82.4667,-13.05,97,97,2.36,RU,1675452575
327,sur,22.5667,59.5289,21.05,62,0,2.73,OM,1675452575
328,ibra,22.6906,58.5334,20.01,47,0,2.22,OM,1675452576
329,atar,20.5169,-13.0499,21.5,10,100,5.0,MR,1675452577
330,skibbereen,51.55,-9.2667,10.62,88,100,6.12,IE,1675452578
331,concordia,-31.393,-58.0209,28.04,56,75,6.26,AR,1675452578
332,port hawkesbury,45.6169,-61.3485,-3.79,91,100,8.49,CA,1675452579
333,tateyama,34.9833,139.8667,5.61,84,100,3.81,JP,1675452579
334,killybegs,54.6333,-8.45,9.84,83,100,5.36,IE,1675452580
335,colares,38.7992,-9.4469,14.55,65,0,3.13,PT,1675452580
336,danielskuil,-28.1887,23.5395,22.55,48,49,5.18,ZA,1675452581
337,bandarbeyla,9.4942,50.8122,23.83,68,84,8.69,SO,1675452582
338,stupava,48.2747,17.0317,6.49,83,40,7.72,SK,1675452582
339,banyo,6.75,11.8167,23.67,21,18,1.08,CM,1675452583
340,pacific grove,36.6177,-121.9166,13.01,90,100,2.06,US,1675452414
341,maragogi,-9.0122,-35.2225,28.09,62,93,4.36,BR,1675452584
342,palmer,42.1584,-72.3287,-8.53,28,40,9.26,US,1675452585
343,yar-sale,66.8333,70.8333,-11.04,95,100,2.61,RU,1675452586
344,santiago de las vegas,22.97,-82.3869,30.79,40,20,3.6,CU,1675452587
345,san policarpo,12.1791,125.5072,25.84,84,100,7.37,PH,1675452587
346,balakhta,55.38,91.6,-25.65,100,100,0.32,RU,1675452588
347,inhambane,-23.865,35.3833,25.99,78,20,4.63,MZ,1675452588
348,gangoh,29.7667,77.25,11.85,64,5,3.11,IN,1675452589
349,airai,-8.9266,125.4092,15.31,97,100,1.48,TL,1675452590
350,deer lake,49.1667,-57.4316,0.92,100,100,6.69,CA,1675452590
351,nalut,30.3333,10.85,12.76,37,5,6.59,LY,1675452591
352,padilla,3.2204,-76.3139,29.76,54,97,0.97,CO,1675452591
353,tall kayf,37.0833,41.0667,4.19,57,53,1.46,TR,1675452592
354,valdobbiadene,45.8993,11.9946,7.95,78,43,1.32,IT,1675452593
355,aleksandrov,56.4,38.71,-2.53,96,100,3.67,RU,1675452593
356,xuddur,4.1213,43.8894,25.78,33,65,4.95,SO,1675452336
357,veinticinco de mayo,-35.4323,-60.1727,27.21,50,100,3.13,AR,1675452595
358,bilibino,68.0546,166.4372,-26.26,97,17,3.02,RU,1675452596
359,san juan de los morros,9.9115,-67.3538,32.52,28,2,3.18,VE,1675452597
360,dongzhen,22.3797,110.9389,19.18,89,100,0.49,CN,1675452597
361,manga,11.6636,-1.0731,30.91,16,70,2.62,BF,1675452598
362,vredendal,-31.6683,18.5012,18.59,75,0,3.79,ZA,1675452598
363,llangefni,53.2556,-4.3106,10.41,93,100,5.66,GB,1675452599
364,nouadhibou,20.931,-17.0347,21.99,33,100,3.6,MR,1675452600
365,port-gentil,-0.7193,8.7815,27.98,83,40,2.57,GA,1675452481
366,tabou,4.423,-7.3528,26.46,85,57,2.94,CI,1675452602
367,tual,-5.6667,132.75,27.63,80,100,7.94,ID,1675452603
368,hualmay,-11.0964,-77.6139,24.55,74,94,4.47,PE,1675452604
369,rio claro,-22.4114,-47.5614,23.4,88,94,2.81,BR,1675452607
370,puerto colombia,10.9878,-74.9547,30.05,70,28,7.72,CO,1675452608
371,mayo,38.8876,-76.5119,0.27,33,0,7.72,US,1675452609
372,ulaangom,49.9811,92.0667,-26.61,96,100,0.87,MN,1675452610
373,terney,45.0503,136.6092,-14.8,81,44,3.3,RU,1675452610
